athlete_name,short_name,athlete_gender,athlete_birth_date,athlete_birth_place,athlete_birth_country,country,country_code,discipline,discipline_code,residence_place,residence_country,height_m/ft,url
WALSH Aidan,WALSH A,Male,00:00.0,,,Ireland,IRL,Boxing,BOX,BELFAST,Great Britain,1.83/6'0'',../../../en/results/boxing/athlete-profile-n1281823-walsh-aidan.htm
WALSH Alex,WALSH A,Female,00:00.0,"NASHVILLE, TN",United States of America,United States of America,USA,Swimming,SWM,,,,../../../en/results/swimming/athlete-profile-n1302232-walsh-alex.htm
WALSH Julian Jrummi,WALSH JJ,Male,00:00.0,KINGSTON,Jamaica,Japan,JPN,Athletics,ATH,,,,../../../en/results/athletics/athlete-profile-n1319697-walsh-julian-jrummi.htm
WALSH Keira,WALSH K,Female,00:00.0,ROCHDALE,Great Britain,Great Britain,GBR,Football,FBL,MANCHESTER,Great Britain,1.67/5'5'',../../../en/results/football/athlete-profile-n1464768-walsh-keira.htm
WALSH Michaela,WALSH M,Female,00:00.0,BELFAST,Great Britain,Ireland,IRL,Boxing,BOX,BELFAST,Great Britain,1.68/5'6'',../../../en/results/boxing/athlete-profile-n1281824-walsh-michaela.htm
WALSH Tomas,WALSH T,Male,00:00.0,TIMARU,New Zealand,New Zealand,NZL,Athletics,ATH,CHRISTCHURCH,New Zealand,,../../../en/results/athletics/athlete-profile-n1469930-walsh-tomas.htm
WALSHE Ellen,WALSHE E,Female,00:00.0,,,Ireland,IRL,Swimming,SWM,DUBLIN,Ireland,,../../../en/results/swimming/athlete-profile-n1281865-walshe-ellen.htm
WALZ Marcus,WALZ M,Male,00:00.0,,,Spain,ESP,Canoe Sprint,CSP,,,1.85/6'0'',../../../en/results/canoe-sprint/athlete-profile-n1358266-walz-marcus.htm
WAMBUI Leah,WAMBUI L,Female,00:00.0,,,Kenya,KEN,Rugby Sevens,RUG,,,1.71/5'7'',../../../en/results/rugby-sevens/athlete-profile-n1327607-wambui-leah.htm
WAMMES Nick,WAMMES N,Male,00:00.0,,,Canada,CAN,Cycling Track,CTR,,,1.95/6'4'',../../../en/results/cycling-track/athlete-profile-n1450849-wammes-nick.htm
WAN Jiyuan,WAN J,Female,00:00.0,,,People's Republic of China,CHN,3x3 Basketball,BK3,,,1.87/6'1'',../../../en/results/3x3-basketball/athlete-profile-n1405659-wan-jiyuan.htm
WANAMAKER Madeleine,WANAMAKER M,Female,00:00.0,,,United States of America,USA,Rowing,ROW,"PRINCETON, NJ",United States of America,1.80/5'10'',../../../en/results/rowing/athlete-profile-n1348265-wanamaker-madeleine.htm
WANDERS Julien,WANDERS J,Male,00:00.0,,,Switzerland,SUI,Athletics,ATH,KENYA,,,../../../en/results/athletics/athlete-profile-n1466420-wanders-julien.htm
WANDTKE Igor,WANDTKE I,Male,00:00.0,LUBECK,Germany,Germany,GER,Judo,JUD,LUBECK,Germany,,../../../en/results/judo/athlete-profile-n1326864-wandtke-igor.htm
WANG Chi-Lin,WANG CL,Male,00:00.0,TAIPEI,Chinese Taipei,Chinese Taipei,TPE,Badminton,BDM,TAIPEI,Chinese Taipei,,../../../en/results/badminton/athlete-profile-n1324742-wang-chi-lin.htm
WANG Chunyu,WANG C,Female,00:00.0,SUZHOU,People's Republic of China,People's Republic of China,CHN,Athletics,ATH,SUZHOU,People's Republic of China,,../../../en/results/athletics/athlete-profile-n1304073-wang-chunyu.htm
WANG Congkang,WANG C,Male,00:00.0,,,People's Republic of China,CHN,Canoe Sprint,CSP,PEOPLE'S REPUBLIC OF CHINA,,1.88/6'2'',../../../en/results/canoe-sprint/athlete-profile-n1349496-wang-congkang.htm
WANG Dapeng,WANG D,Male,00:00.0,,,People's Republic of China,CHN,Archery,ARC,,,,../../../en/results/archery/athlete-profile-n1324190-wang-dapeng.htm
WANG Eugene,WANG E,Male,00:00.0,SHIJIAZHUANG,People's Republic of China,Canada,CAN,Table Tennis,TTE,,,,../../../en/results/table-tennis/athlete-profile-n1433350-wang-eugene.htm
WANG Fan,Wang F,Female,00:00.0,HEBEI,People's Republic of China,People's Republic of China,CHN,Beach Volleyball,VBV,HANGZHOU,People's Republic of China,1.88/6'2'',../../../en/results/beach-volleyball/athlete-profile-n1338269-wang-fan.htm
WANG Fei,WANG F,Female,00:00.0,,,People's Republic of China,CHN,Rowing,ROW,XINXIANG,People's Republic of China,,../../../en/results/rowing/athlete-profile-n1312992-wang-fei.htm
WANG Han,WANG H,Female,00:00.0,BAODING,People's Republic of China,People's Republic of China,CHN,Diving,DIV,BEIJING,People's Republic of China,,../../../en/results/diving/athlete-profile-n1329498-wang-han.htm
WANG Hsing-Hao,WANG HH,Male,00:00.0,TAICHUNG,Chinese Taipei,Chinese Taipei,TPE,Swimming,SWM,,,,../../../en/results/swimming/athlete-profile-n1436497-wang-hsing-hao.htm
WANG Huan,WANG H,Female,00:00.0,NANCHONG,People's Republic of China,People's Republic of China,CHN,Water Polo,WPO,,,1.84/6'0'',../../../en/results/water-polo/athlete-profile-n1317153-wang-huan.htm
WANG Huijing,WANG H,Female,00:00.0,TIANJIN,People's Republic of China,United States of America,USA,Table Tennis,TTE,"HOUSTON, TX",United States of America,,../../../en/results/table-tennis/athlete-profile-n1317836-wang-huijing.htm
WANG Jianan,WANG J,Male,00:00.0,SHENYANG,People's Republic of China,People's Republic of China,CHN,Athletics,ATH,BEIJING,People's Republic of China,,../../../en/results/athletics/athlete-profile-n1304883-wang-jianan.htm
WANG Jianjiahe,WANG J,Female,00:00.0,ANSHAN,People's Republic of China,People's Republic of China,CHN,Swimming,SWM,BEIJING,People's Republic of China,,../../../en/results/swimming/athlete-profile-n1314979-wang-jianjiahe.htm
WANG Kaihua,WANG K,Male,00:00.0,QINGYANG,People's Republic of China,People's Republic of China,CHN,Athletics,ATH,BEIJING,People's Republic of China,,../../../en/results/athletics/athlete-profile-n1304968-wang-kaihua.htm
WANG Kuan-Hung,WANG KH,Male,00:00.0,,,Chinese Taipei,TPE,Swimming,SWM,TAIPEI,Chinese Taipei,,../../../en/results/swimming/athlete-profile-n1436492-wang-kuan-hung.htm
WANG Lili,WANG L,Female,00:00.0,JIAMUSI,People's Republic of China,People's Republic of China,CHN,3x3 Basketball,BK3,BEIJING,People's Republic of China,1.76/5'9'',../../../en/results/3x3-basketball/athlete-profile-n1439538-wang-lili.htm
WANG Luyao,WANG L,Female,00:00.0,WENZHOU,People's Republic of China,People's Republic of China,CHN,Shooting,SHO,,,,../../../en/results/shooting/athlete-profile-n1302176-wang-luyao.htm
WANG Manyu,WANG M,Female,00:00.0,QIQIHAR,People's Republic of China,People's Republic of China,CHN,Table Tennis,TTE,QIQIHAR,People's Republic of China,,../../../en/results/table-tennis/athlete-profile-n1324813-wang-manyu.htm
WANG Mengjie,WANG M,Female,00:00.0,JINAN,People's Republic of China,People's Republic of China,CHN,Volleyball,VVO,JINAN,People's Republic of China,1.72/5'7'',../../../en/results/volleyball/athlete-profile-n1342335-wang-mengjie.htm
WANG Na,WANG N,Female,00:00.0,YINGKOU,People's Republic of China,People's Republic of China,CHN,Hockey,HOC,PEOPLE'S REPUBLIC OF CHINA,,,../../../en/results/hockey/athlete-profile-n1396167-wang-na.htm
WANG Nan,WANG N,Female,00:00.0,,,People's Republic of China,CHN,Canoe Sprint,CSP,,,1.72/5'7'',../../../en/results/canoe-sprint/athlete-profile-n1349471-wang-nan.htm
WANG Qian,WANG Q,Female,00:00.0,,People's Republic of China,People's Republic of China,CHN,Shooting,SHO,PEOPLE'S REPUBLIC OF CHINA,,,../../../en/results/shooting/athlete-profile-n1302198-wang-qian.htm
WANG Qiang,WANG Q,Female,00:00.0,TIANJIN,People's Republic of China,People's Republic of China,CHN,Tennis,TEN,,,,../../../en/results/tennis/athlete-profile-n1310443-wang-qiang.htm
WANG Qianyi,WANG Q,Female,00:00.0,SHENZHEN,People's Republic of China,People's Republic of China,CHN,Artistic Swimming,SWA,,,,../../../en/results/artistic-swimming/athlete-profile-n1380692-wang-qianyi.htm
WANG Qin,WANG Q,Male,00:00.0,BAOJI,People's Republic of China,People's Republic of China,CHN,Athletics,ATH,,,,../../../en/results/athletics/athlete-profile-n1305002-wang-qin.htm
WANG Ruidong,WANG R,Male,00:00.0,,,People's Republic of China,CHN,Cycling Road,CRD,PEOPLE'S REPUBLIC OF CHINA,,,../../../en/results/cycling-road/athlete-profile-n1405538-wang-ruidong.htm
WANG Shanshan,WANG S,Female,00:00.0,LUOYANG,People's Republic of China,People's Republic of China,CHN,Football,FBL,TIANJIN,People's Republic of China,1.69/5'6'',../../../en/results/football/athlete-profile-n1329587-wang-shanshan.htm
WANG Shuang,WANG S,Female,00:00.0,HUBEI,People's Republic of China,People's Republic of China,CHN,Football,FBL,HUBEI,People's Republic of China,1.65/5'4'',../../../en/results/football/athlete-profile-n1328726-wang-shuang.htm
WANG Shun,WANG S,Male,00:00.0,NINGBO,People's Republic of China,People's Republic of China,CHN,Swimming,SWM,NINGBO,People's Republic of China,,../../../en/results/swimming/athlete-profile-n1310325-wang-shun.htm
WANG Siyu,WANG S,Female,00:00.0,,,People's Republic of China,CHN,Basketball,BKB,,,1.80/5'10'',../../../en/results/basketball/athlete-profile-n1324347-wang-siyu.htm
WANG Tzu-Wei,WANG TW,Male,00:00.0,TAIPEI,Chinese Taipei,Chinese Taipei,TPE,Badminton,BDM,TAIPEI,Chinese Taipei,,../../../en/results/badminton/athlete-profile-n1324644-wang-tzu-wei.htm
WANG Wanyu,WANG WY,Female,00:00.0,XUZHOU,People's Republic of China,People's Republic of China,CHN,Rugby Sevens,RUG,NANJING,People's Republic of China,1.70/5'6'',../../../en/results/rugby-sevens/athlete-profile-n1306290-wang-wanyu.htm
WANG Xiaojing,WANG X,Female,00:00.0,HEFEI,People's Republic of China,People's Republic of China,CHN,Shooting,SHO,HEFEI,People's Republic of China,,../../../en/results/shooting/athlete-profile-n1302478-wang-xiaojing.htm
WANG Xiaoxue,WANG X,Female,00:00.0,,,People's Republic of China,CHN,Football,FBL,NANJING,People's Republic of China,1.73/5'8'',../../../en/results/football/athlete-profile-n1422587-wang-xiaoxue.htm
WANG Xinxin,Wang X,Female,00:00.0,,,People's Republic of China,CHN,Beach Volleyball,VBV,,,1.92/6'3'',../../../en/results/beach-volleyball/athlete-profile-n1338290-wang-xinxin.htm
WANG Xinyan,WANG X,Female,00:00.0,DALIAN,People's Republic of China,People's Republic of China,CHN,Water Polo,WPO,,,1.80/5'10'',../../../en/results/water-polo/athlete-profile-n1317179-wang-xinyan.htm
WANG Yan,WANG Y,Female,00:00.0,DALIAN,People's Republic of China,People's Republic of China,CHN,Football,FBL,PEOPLE'S REPUBLIC OF CHINA,,1.73/5'8'',../../../en/results/football/athlete-profile-n1329528-wang-yan.htm
WANG Yang,WANG Y,Male,00:00.0,,,People's Republic of China,CHN,Sailing,SAL,,,,../../../en/results/sailing/athlete-profile-n1336602-wang-yang.htm
WANG Yang,WANG Y,Male,00:00.0,,People's Republic of China,Slovakia,SVK,Table Tennis,TTE,CAEN,France,,../../../en/results/table-tennis/athlete-profile-n1379882-wang-yang.htm
WANG Yanwen,WANG Y,Female,00:00.0,,,People's Republic of China,CHN,Football,FBL,PEOPLE'S REPUBLIC OF CHINA,,1.67/5'5'',../../../en/results/football/athlete-profile-n1422589-wang-yanwen.htm
WANG Yi Lyu,WANG Yi Lyu,Male,00:00.0,JIAXING,People's Republic of China,People's Republic of China,CHN,Badminton,BDM,BEIJING,People's Republic of China,,../../../en/results/badminton/athlete-profile-n1350344-wang-yi-lyu.htm
WANG Ying,WANG Y,Female,00:00.0,,,People's Republic of China,CHN,Football,FBL,,,1.70/5'6'',../../../en/results/football/athlete-profile-n1329530-wang-ying.htm
WANG Yi-Ta,WANG YT,Male,00:00.0,,Chinese Taipei,Chinese Taipei,TPE,Karate,KTE,KAOHSIUNG,Chinese Taipei,,../../../en/results/karate/athlete-profile-n1335769-wang-yi-ta.htm
WANG Yu,WANG Y,Male,00:00.0,ZHUHAI,People's Republic of China,People's Republic of China,CHN,Athletics,ATH,BEIJING,People's Republic of China,,../../../en/results/athletics/athlete-profile-n1304907-wang-yu.htm
WANG Yuanyuan,WANG Y,Female,00:00.0,TIANJIN,People's Republic of China,People's Republic of China,CHN,Volleyball,VVO,TIANJIN,People's Republic of China,1.95/6'4'',../../../en/results/volleyball/athlete-profile-n1342269-wang-yuanyuan.htm
WANG Yuwei,WANG Y,Female,00:00.0,HULUNBEIER,People's Republic of China,People's Republic of China,CHN,Rowing,ROW,HULUNBEIER,People's Republic of China,,../../../en/results/rowing/athlete-profile-n1312997-wang-yuwei.htm
WANG Zheng,WANG Z,Female,00:00.0,,People's Republic of China,People's Republic of China,CHN,Athletics,ATH,,,,../../../en/results/athletics/athlete-profile-n1304554-wang-zheng.htm
WANG Zhouyu,WANG Z,Female,00:00.0,YICHANG,People's Republic of China,People's Republic of China,CHN,Weightlifting,WLF,BEIJING,People's Republic of China,,../../../en/results/weightlifting/athlete-profile-n1342307-wang-zhouyu.htm
WANG Zifeng,WANG Z,Female,00:00.0,,,People's Republic of China,CHN,Rowing,ROW,,,,../../../en/results/rowing/athlete-profile-n1313002-wang-zifeng.htm
WANG Zijie,WANG Z,Male,00:00.0,,,People's Republic of China,CHN,Fencing,FEN,,,,../../../en/results/fencing/athlete-profile-n1392823-wang-zijie.htm
WANG Zongyuan,WANG Z,Male,00:00.0,XIANGYANG,People's Republic of China,People's Republic of China,CHN,Diving,DIV,BEIJING,People's Republic of China,,../../../en/results/diving/athlete-profile-n1329811-wang-zongyuan.htm
WANGCHAROEN Kantaphon,WANGCHAROEN K,Male,00:00.0,,,Thailand,THA,Badminton,BDM,BANGKOK,Thailand,,../../../en/results/badminton/athlete-profile-n1449480-wangcharoen-kantaphon.htm
WANGER Ben,WANGER B,Male,00:00.0,"NEWTON, MA",United States of America,Israel,ISR,Baseball/Softball,BSB,,,1.90/6'2'',../../../en/results/baseball-softball/athlete-profile-n1282263-wanger-ben.htm
WANK Lukas,WANK L,Male,00:00.0,ALTENBERG,Germany,Germany,GER,Basketball,BKB,COLOGNE,Germany,1.99/6'6'',../../../en/results/basketball/athlete-profile-n1878369-wank-lukas.htm
WANNE Hampus,WANNE H,Male,00:00.0,LUNDBY,Denmark,Sweden,SWE,Handball,HBL,FLENSBURG,Germany,1.85/6'0'',../../../en/results/handball/athlete-profile-n1408729-wanne-hampus.htm
WANSER Luise,WANSER L,Female,00:00.0,ESSEN,Germany,Germany,GER,Sailing,SAL,HAMBURG,Germany,1.70/5'6'',../../../en/results/sailing/athlete-profile-n1306513-wanser-luise.htm
WARASIHA Kachakorn,WARASIHA K,Female,00:00.0,,,Thailand,THA,Judo,JUD,TSUKUBA,Japan,,../../../en/results/judo/athlete-profile-n1345152-warasiha-kachakorn.htm
WARBRICK William,WARBRICK W,Male,00:00.0,,,New Zealand,NZL,Rugby Sevens,RUG,,,1.94/6'4'',../../../en/results/rugby-sevens/athlete-profile-n1473865-warbrick-william.htm
WARD McLain,WARD M,Male,00:00.0,"MOUNT KISCO, NY",United States of America,United States of America,USA,Equestrian,EQU,"BREWSTER, NY",United States of America,,../../../en/results/equestrian/athlete-profile-n1451510-ward-mclain.htm
WARD Samuel Ian,WARD SI,Male,00:00.0,LEICESTER,Great Britain,Great Britain,GBR,Hockey,HOC,MAIDENHEAD,Great Britain,1.78/5'10'',../../../en/results/hockey/athlete-profile-n1444627-ward-samuel-ian.htm
WARDENBURG Nout,WARDENBURG N,Male,00:00.0,,,Netherlands,NED,Athletics,ATH,,,1.86/6'1'',../../../en/results/athletics/athlete-profile-n1476268-wardenburg-nout.htm
WARDLEY Keyara,WARDLEY K,Female,00:00.0,,,Canada,CAN,Rugby Sevens,RUG,,,1.67/5'5'',../../../en/results/rugby-sevens/athlete-profile-n1469756-wardley-keyara.htm
WARE Pamela,WARE P,Female,00:00.0,"GREENFIELD PARK, QC",Canada,Canada,CAN,Diving,DIV,"MONTREAL, QC",Canada,1.61/5'3'',../../../en/results/diving/athlete-profile-n1469701-ware-pamela.htm
WARE Regan,WARE R,Male,00:00.0,,,New Zealand,NZL,Rugby Sevens,RUG,HAMILTON,New Zealand,1.88/6'2'',../../../en/results/rugby-sevens/athlete-profile-n1473866-ware-regan.htm
WARHOLM Karsten,WARHOLM K,Male,00:00.0,ULSTEINVIK,Norway,Norway,NOR,Athletics,ATH,OSLO,Norway,,../../../en/results/athletics/athlete-profile-n1343575-warholm-karsten.htm
WARNER Damian,WARNER D,Male,00:00.0,"LONDON, ON",Canada,Canada,CAN,Athletics,ATH,"LONDON, ON",Canada,,../../../en/results/athletics/athlete-profile-n1432682-warner-damian.htm
WARREN Portious,WARREN P,Female,00:00.0,,,Trinidad and Tobago,TTO,Athletics,ATH,"TUSCALOOSA, AL",United States of America,,../../../en/results/athletics/athlete-profile-n1471863-warren-portious.htm
WARRER Jonas,WARRER J,,,,,,DEN,,SAL,,,,../../../en/results/sailing/athlete-profile-n1366699-warrer-jonas.htm
WARWICK Clare,WARWICK C,Female,00:00.0,"CANBERRA, ACT",Australia,Australia,AUS,Baseball/Softball,BSB,,,,../../../en/results/baseball-softball/athlete-profile-n1484430-warwick-clare.htm
WASHINGTON Haleigh,WASHINGTON H,Female,00:00.0,"DENVER, CO",United States of America,United States of America,USA,Volleyball,VVO,NOVARA,Italy,1.90/6'2'',../../../en/results/volleyball/athlete-profile-n1298726-washington-haleigh.htm
WASICK Katarzyna,WASICK K,Female,00:00.0,KRAKOW,Poland,Poland,POL,Swimming,SWM,"LAS VEGAS, NV",United States of America,,../../../en/results/swimming/athlete-profile-n1322167-wasick-katarzyna.htm
WASSEN Christina,WASSEN C,,,,,,GER,,DIV,,,,../../../en/results/diving/athlete-profile-n1350647-wassen-christina.htm
WASSEN Elena,WASSEN E,Female,00:00.0,ESCHWEILER,Germany,Germany,GER,Diving,DIV,BERLIN,Germany,1.75/5'8'',../../../en/results/diving/athlete-profile-n1350648-wassen-elena.htm
WASTENEYS Avalon,WASTENEYS A,Female,00:00.0,"CAMPBELL RIVER, BC",Canada,Canada,CAN,Rowing,ROW,"VICTORIA, BC",Canada,1.85/6'0'',../../../en/results/rowing/athlete-profile-n1433288-wasteneys-avalon.htm
WATANABE Hugh,WATANABE H,Male,00:00.0,,United States of America,Japan,JPN,Basketball,BKB,OKINAWA,Japan,2.07/6'9'',../../../en/results/basketball/athlete-profile-n1327088-watanabe-hugh.htm
WATANABE Jin,WATANABE J,Male,00:00.0,OITA,Japan,Japan,JPN,Handball,HBL,,,,../../../en/results/handball/athlete-profile-n1315287-watanabe-jin.htm
WATANABE Kanako,WATANABE K,Female,00:00.0,TOKYO,Japan,Japan,JPN,Swimming,SWM,TOKYO,Japan,1.67/5'5'',../../../en/results/swimming/athlete-profile-n1315964-watanabe-kanako.htm
WATANABE Kiyomi,WATANABE K,Female,00:00.0,CEBU,Philippines,Philippines,PHI,Judo,JUD,NISHITOKYO,Japan,,../../../en/results/judo/athlete-profile-n1483807-watanabe-kiyomi.htm
WATANABE Kota,WATANABE K,Male,00:00.0,ECHIZEN,Japan,Japan,JPN,Hockey,HOC,,,,../../../en/results/hockey/athlete-profile-n1316856-watanabe-kota.htm
WATANABE Yuta,WATANABE Y,Male,00:00.0,TOKYO,Japan,Japan,JPN,Badminton,BDM,,,,../../../en/results/badminton/athlete-profile-n1313474-watanabe-yuta.htm
WATANABE Yuta,WATANABE Y,Male,00:00.0,MIKI,Japan,Japan,JPN,Basketball,BKB,,,2.06/6'9'',../../../en/results/basketball/athlete-profile-n1313584-watanabe-yuta.htm
WATERHOUSE Jason,WATERHOUSE J,Male,00:00.0,"SYDNEY, NSW",Australia,Australia,AUS,Sailing,SAL,"SYDNEY, NSW",Australia,,../../../en/results/sailing/athlete-profile-n1484031-waterhouse-jason.htm
WATHELET Gregory,WATHELET G,Male,00:00.0,HUY,Belgium,Belgium,BEL,Equestrian,EQU,CLAVIER,Belgium,,../../../en/results/equestrian/athlete-profile-n1401972-wathelet-gregory.htm
WATKINS Chloe,WATKINS C,,,,,,IRL,,HOC,,,,../../../en/results/hockey/athlete-profile-n1282054-watkins-chloe.htm
WATKINS Daniel,WATKINS D,Male,00:00.0,"HOBART, TAS",Australia,Australia,AUS,Canoe Slalom,CSL,"HOBART, TAS",Australia,,../../../en/results/canoe-slalom/athlete-profile-n1348920-watkins-daniel.htm
WATNDAL Erik,WATNDAL E,Male,00:00.0,OSLO,Norway,Norway,NOR,Shooting,SHO,MOSS,Norway,1.82/5'11'',../../../en/results/shooting/athlete-profile-n1343588-watndal-erik.htm
WATRIN Julien,WATRIN J,Male,00:00.0,,,Belgium,BEL,Athletics,ATH,,,,../../../en/results/athletics/athlete-profile-n1401956-watrin-julien.htm
WATSON Heather,WATSON H,Female,00:00.0,,Great Britain,Great Britain,GBR,Tennis,TEN,,,1.58/5'2'',../../../en/results/tennis/athlete-profile-n1444530-watson-heather.htm
WATSON Sage,WATSON S,Female,00:00.0,"MEDICINE HAT, AB",Canada,Canada,CAN,Athletics,ATH,"TUCSON, AZ",United States of America,,../../../en/results/athletics/athlete-profile-n1432683-watson-sage.htm
WATSON Sam,WATSON S,Male,00:00.0,CLONMEL,Ireland,Ireland,IRL,Equestrian,EQU,,,,../../../en/results/equestrian/athlete-profile-n1281917-watson-sam.htm
WATSON Tanya,WATSON T,Female,00:00.0,SOUTHAMPTON,Great Britain,Ireland,IRL,Diving,DIV,SOUTHAMPTON,Great Britain,1.70/5'6'',../../../en/results/diving/athlete-profile-n1281856-watson-tanya.htm
WATTEL Marie,WATTEL M,Female,00:00.0,LILLE,France,France,FRA,Swimming,SWM,LOUGHBOROUGH,Great Britain,,../../../en/results/swimming/athlete-profile-n1312322-wattel-marie.htm
WATTS Caleb,WATTS C,Male,00:00.0,,Great Britain,Australia,AUS,Football,FBL,,,1.71/5'7'',../../../en/results/football/athlete-profile-n1482638-watts-caleb.htm
WAUTERS Ann,WAUTERS A,Female,00:00.0,SINT-NIKLAAS,Belgium,Belgium,BEL,Basketball,BKB,KORTRIJK,Belgium,1.95/6'4'',../../../en/results/basketball/athlete-profile-n1393446-wauters-ann.htm
WAWAK Bartlomiej,WAWAK B,Male,00:00.0,BIELSKO-BIALA,Poland,Poland,POL,Cycling Mountain Bike,MTB,,,1.79/5'10'',../../../en/results/cycling-mountain-bike/athlete-profile-n1319934-wawak-bartlomiej.htm
WEARN Matt,WEARN M,Male,00:00.0,,,Australia,AUS,Sailing,SAL,"PERTH, WA",Australia,,../../../en/results/sailing/athlete-profile-n1484037-wearn-matt.htm
WEBBER Joe,WEBBER J,Male,00:00.0,TOKOROA,New Zealand,New Zealand,NZL,Rugby Sevens,RUG,,,1.86/6'1'',../../../en/results/rugby-sevens/athlete-profile-n1473867-webber-joe.htm
WEBER Julian,WEBER J,Male,00:00.0,MAINZ,Germany,Germany,GER,Athletics,ATH,GERMANY,,,../../../en/results/athletics/athlete-profile-n1347239-weber-julian.htm
WEBER Marc,WEBER M,Male,00:00.0,LICH,Germany,Germany,GER,Rowing,ROW,GIESSEN,Germany,1.91/6'3'',../../../en/results/rowing/athlete-profile-n1331607-weber-marc.htm
WEBER Michelle,WEBER M,Female,00:00.0,VEREENIGING,South Africa,South Africa,RSA,Marathon Swimming,OWS,FRANSCHHOEK,South Africa,,../../../en/results/marathon-swimming/athlete-profile-n1324771-weber-michelle.htm
WEBER Philipp,WEBER P,Male,00:00.0,SCHONEBECK,Germany,Germany,GER,Handball,HBL,GERMANY,,1.94/6'4'',../../../en/results/handball/athlete-profile-n1345479-weber-philipp.htm
WEBSTER Rowie,WEBSTER R,Female,00:00.0,"MELBOURNE, VIC",Australia,Australia,AUS,Water Polo,WPO,"MELBOURNE, VIC",Australia,,../../../en/results/water-polo/athlete-profile-n1483330-webster-rowie.htm
WEBSTER Sam,WEBSTER S,Male,00:00.0,,,New Zealand,NZL,Cycling Track,CTR,,,,../../../en/results/cycling-track/athlete-profile-n1470188-webster-sam.htm
WEDDERBURN Jordan,WEDDERBURN J,Female,00:00.0,JOHANNESBURG,South Africa,South Africa,RSA,Water Polo,WPO,JOHANNESBURG,South Africa,,../../../en/results/water-polo/athlete-profile-n1398698-wedderburn-jordan.htm
